w1	w2	w1reg	w2reg
-1.1688457061973834	3.0222021643223465	-0.7624529465883851	2.8530627727074758
3.0853550844285484	4.0089871721330566	2.993346105418041	3.262759807691837
1.8145787862635063	-1.0998824966176255	1.7244747057750578	-0.9205431559941437
1.5961031474827831	3.139451644161684	1.6763036725862632	2.8096130462295927
5.823335561684712	1.699962585242395	0.9700859240302246	2.7581332465450497
1.8743687423013735	0.2099894673196637	1.6752187382794874	0.3237781835304814
-0.09430024041600801	1.2916571103815537	0.023705978258117655	1.1974737814127534
-52.53983577935379	-252.9407904884986	1.349168353270997	-0.305034852893248
4.71561205960804	-1.2406265504129537	0.5431964451863326	-0.6389668496654489
0.20336408362896957	1.019118589130756	0.15708569397736702	0.9708845654476702
3.132131909974807	-0.15939996901487213	2.5615804586135877	-0.42389054958027145
21.292056948409904	2.3052690448900983	1.1635204994495354	4.200856181905654
7.402661616269843	5.282305236235951	0.6762089358298337	-0.06309667124499797
3.15085975267109	0.9830930479463753	2.4045430864799906	0.20349628662792948
2.472482776687246	3.907431409660224	2.3331326752362465	3.354043172914848
2.4018880114749566	2.903414065974567	2.1707134466834654	2.6724015892103434
4.784724136868009	1.967874398026027	0.5091423004626491	2.300580695395241
0.10292365830901463	0.9362102360998253	0.31589609032722876	0.5893814332136075
2.646197570929916	2.66602922450175	1.9817979193783883	2.2734416622340627
-0.4331707121380213	-1.261639877650258	0.1607772358223078	-0.7673009233582467
2.0623916117433168	1.7461798744536055	1.7664325531669731	1.180639521178705
0.6312908892223461	7.104530728463046	1.233215251853543	2.6253305114222596
4.908753884034112	0.675143051832328	2.063557113491148	0.6648993392986744
2.137116964298957	2.565732785373792	1.9491795617021017	2.4388136828816553
1.990079353101723	2.232842722435962	1.4395546796201717	1.4380040946548063
-0.27585725460705024	1.20136460482799	-0.26666433236477133	1.0874358314754413
-0.21031840761970408	3.700274230350122	-0.11845207120852552	2.556198960229097
-0.1117178030821471	2.680877830960309	0.20079110517686766	1.9850411348198471
-1.9177051261279503	-2.288245920136378	-0.16283768718698827	-0.7055500759431375
-1.787056935080276	4.612172645501357	-1.1880152259697756	4.0017072584594615
-23.574494899947755	-13.41961118996397	-0.29806805711262147	-0.6730850677985569
3.4744924395990306	4.355902547426442	1.0623231206237327	2.0955133395354966
-2.615948334971659	4.886065915267773	0.8819870766930987	2.428627574773074
-3.8560498207042313	3.730628143288104	-1.9324164639818993	3.024643460401117
2.134068776984638	1.8736593786127684	2.0414212689934437	1.69981081609138
-29.866079810573932	-19.77754475807831	-0.3458430373143098	0.3576401226558276
-3.862309060215939	4.023812221958488	0.19877306186215954	2.0558042094326776
1.8747158418566237	3.0588225865749736	1.6242105139829002	1.759455426962177
54.93527327155114	47.54391124547264	-0.7022132373029837	0.9085947915825746
1.9476873560669308	-0.5287091589575841	1.5411726007539792	-0.060116024837309594
1.587469035454225	2.823687433600171	1.4419071371595258	2.6574220608051995
2.58271353995761	2.539819334360203	2.286252416107556	2.508278592843613
-5.606172849697264	-0.864633698396308	-2.5278955803894476	0.7216981203832694
1.9378571589812028	3.660187345862848	2.1166957179856407	1.7320020366299218
3.451970651788588	2.2681436136355724	2.020002150231414	-0.23237346859921917
0.4048429732539088	0.759062131436068	0.19983064669586972	0.3140158085338581
-0.8974307803077207	2.868681747231234	-0.6968610820661232	0.0028776563772526316
1.2597909230628095	-0.17841950631298467	1.1512774946902444	-0.1387733288419773
-0.9445682624393009	2.7977856148307096	0.05752394092141468	1.7133005700185011
3.164562640827624	-1.5822040279748197	2.9335239313554147	-0.8817435400672772
-2.297243791784068	4.569601540897845	-0.7502007604648026	3.4398013231697715
6.422575731531285	0.16141305950580984	5.144904924888266	1.2157844400651399
7.309970326478848	-8.688969837514835	2.8697617562902766	0.24435669170571125
2.81072732482769	-12.497906045958109	2.618275886122992	-0.48676455731661616
8.132007700515281	2.21142871433824	2.4700585498222702	2.4568595629578462
2.4655963148018416	1.4497479070387231	2.181855340419538	1.2510050738393537
-0.34982125995185864	30.074396897183092	2.154419422517152	0.9327664851016421
0.07248431476099036	0.5733804276859247	0.007277389285205709	0.507912487293648
4.630994509043365	3.807305819607473	3.677666829722768	3.0647153776208294
1.6127630979346639	1.6041616499604259	1.5526212168805695	1.5342455456714712
-1.6874497155659578	9.203709310892485	0.5236809962300009	6.041098432823032
1.7712984875538431	4.644121937589073	1.483575165962948	2.750651542325538
2.2915117358696064	2.404522992463684	1.5004808275723265	1.8225299903405394
4.279002491914912	3.2708973295591686	2.8513468092090832	2.6616807670284848
0.7778150216081946	-0.8183007955358493	0.68813152546025	-0.7293368834956454
1.2543927266739285	4.168274508190889	1.7708380113573616	2.7435297508063243
1.3474745700721529	2.5447097560119505	0.0033763122428383616	1.8780105686279223
0.2301358969473189	1.7076751161166823	0.1983694984591901	1.2469532129405998
-0.7006419724024215	1.75086511555371	-0.24639050299453188	1.7204374131220752
1.8710126165635024	2.5857425721056266	1.7808858202540163	2.1673308719575397
2.5224642387875504	3.2245678413959005	2.120716207186141	2.99789919466449
