x                 	y
-1.79493071273081 	1
-1.13584948465701 	1
-1.8830137087682  	1
-1.87819781619426 	1
0.303026265786145 	1
-1.59012972468369 	1
-0.803762549126812	1
-0.228442270521193	0
-0.721784825888667	1
0.298975688225595 	1
-1.65644166215562 	1
-0.131831240687203	1
-1.48259699422321 	1
-0.584028534763477	0
0.188694334097258 	0
1.35592420466683  	0
0.978565710233006 	0
1.26162261906452  	0
0.506493683941329 	0
0.500619629771413 	0
-0.828821875676846	1
1.12675928824903  	0
0.562459030183753 	0
0.781145440608774 	0
0.125183117176431 	0
1.1080878593778   	0
1.00620722890139  	0
0.560345053979893 	0
1.03941526146764  	0
0.495672281729314 	1
1.31210003386692  	0
-0.180624255908154	0
0.278474838116273 	0
0.911170347217156 	0
0.0277012496686635	1
2.0  	0
-0.117476243501559	0
-1.30585764381195 	1
0.386862475341591 	1
-0.175038035475296	0
